,Name,atomic_radius_A,atomic_radius_B,atomic_radius_C,atomic_volume_A,atomic_volume_B,atomic_volume_C,density_A,density_B,density_C,dipole_polarizability_A,dipole_polarizability_B,dipole_polarizability_C,evaporation_heat_A,evaporation_heat_B,evaporation_heat_C,group_id_A,group_id_B,group_id_C,lattice_constant_A,lattice_constant_B,lattice_constant_C,period_A,period_B,period_C,series_id_A,series_id_B,series_id_C,specific_heat_capacity_A,specific_heat_capacity_B,specific_heat_capacity_C,vdw_radius_A,vdw_radius_B,vdw_radius_C,covalent_radius_cordero_A,covalent_radius_cordero_B,covalent_radius_cordero_C,covalent_radius_pyykko_A,covalent_radius_pyykko_B,covalent_radius_pyykko_C,electron_affinity_A,electron_affinity_B,electron_affinity_C,NumberofNeutrons_A,NumberofNeutrons_B,NumberofNeutrons_C,NumberofProtons_A,NumberofProtons_B,NumberofProtons_C,NumberofElectrons_A,NumberofElectrons_B,NumberofElectrons_C,heat_of_formation_A,heat_of_formation_B,heat_of_formation_C,vdw_radius_uff_A,vdw_radius_uff_B,vdw_radius_uff_C,vdw_radius_mm3_A,vdw_radius_mm3_B,vdw_radius_mm3_C,en_ghosh_A,en_ghosh_B,en_ghosh_C,c6_gb_A,c6_gb_B,c6_gb_C,atomic_weight_A,atomic_weight_B,atomic_weight_C,atomic_radius_rahm_A,atomic_radius_rahm_B,atomic_radius_rahm_C,covalent_radius_pyykko_double_A,covalent_radius_pyykko_double_B,covalent_radius_pyykko_double_C,dipole_polarizability_unc_A,dipole_polarizability_unc_B,dipole_polarizability_unc_C,pettifor_number_A,pettifor_number_B,pettifor_number_C,glawe_number_A,glawe_number_B,glawe_number_C,molar_heat_capacity_A,molar_heat_capacity_B,molar_heat_capacity_C,electronegativity_A,electronegativity_B,electronegativity_C,melting_point_A,melting_point_B,melting_point_C,boiling_point_A,boiling_point_B,boiling_point_C,FirstIonization_A,FirstIonization_B,FirstIonization_C,NumberofShells_A,NumberofShells_B,NumberofShells_C,FormEng,Moment
483,Rh2FeP,135.0,140.0,100.0,8.3,7.1,17.0,12.4,7.87,1.823,66.0,62.0,25.0,494.0,340.0,49.8,9.0,8.0,15.0,3.8,2.87,7.17,5.0,4.0,3.0,8.0,8.0,1.0,0.243,0.449,0.769,210.0,204.0,180.0,142.0,142.0,107.0,125.0,115.999999999999,111.0,1.142892,0.15323634,0.7466071,58.0,30.0,16.0,45.0,26.0,15.0,45.0,26.0,15.0,556.0,415.5,316.5,292.9,291.2,414.7,234.0,223.0,222.0,0.1408379,0.1392532,0.206931,708.0,548.0,187.0,102.9055,55.845,30.973761998,233.0,237.0,223.0,110.0,109.0,102.0,10.0,4.0,1.0,66.0,61.0,90.0,63.0,71.0,89.0,24.98,25.1,23.824,2.28,1.83,2.19,2237.0,1811.0,317.3,3968.0,3134.0,550.0,7.4589,7.9024,10.4867,5.0,4.0,3.0,-0.271,3.4132
484,Rh2FeAs,135.0,140.0,115.0,8.3,7.1,13.1,12.4,7.87,5.75,66.0,62.0,30.0,494.0,340.0,32.4,9.0,8.0,15.0,3.8,2.87,4.13,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.449,0.329,210.0,204.0,185.0,142.0,142.0,119.0,125.0,115.999999999999,121.0,1.142892,0.15323634,0.80482,58.0,30.0,42.0,45.0,26.0,33.0,45.0,26.0,33.0,556.0,415.5,302.5,292.9,291.2,423.0,234.0,223.0,236.0,0.1408379,0.1392532,0.2068208,708.0,548.0,260.0,102.9055,55.845,74.921595,233.0,237.0,231.0,110.0,109.0,114.0,10.0,4.0,1.0,66.0,61.0,89.0,63.0,71.0,90.0,24.98,25.1,24.64,2.28,1.83,2.18,2237.0,1811.0,1090.0,3968.0,3134.0,887.0,7.4589,7.9024,9.7886,5.0,4.0,4.0,-0.165,3.6887
485,Rh2FeSb,135.0,140.0,145.0,8.3,7.1,18.4,12.4,7.87,6.68,66.0,62.0,43.0,494.0,340.0,195.2,9.0,8.0,15.0,3.8,2.87,4.51,5.0,4.0,5.0,8.0,8.0,5.0,0.243,0.449,0.207,210.0,204.0,206.0,142.0,142.0,139.0,125.0,115.999999999999,140.0,1.142892,0.15323634,1.04740119,58.0,30.0,71.0,45.0,26.0,51.0,45.0,26.0,51.0,556.0,415.5,264.4,292.9,291.2,442.0,234.0,223.0,252.0,0.1408379,0.1392532,0.191877399999999,708.0,548.0,504.0,102.9055,55.845,121.76,233.0,237.0,246.0,110.0,109.0,133.0,10.0,4.0,2.0,66.0,61.0,88.0,63.0,71.0,91.0,24.98,25.1,25.23,2.28,1.83,2.05,2237.0,1811.0,903.78,3968.0,3134.0,1860.0,7.4589,7.9024,8.6084,5.0,4.0,5.0,-0.238,3.3922
486,Rh2CoAl,135.0,135.0,125.0,8.3,6.7,10.0,12.4,8.86,2.7,66.0,55.0,57.8,494.0,389.1,284.1,9.0,9.0,13.0,3.8,2.51,4.05,5.0,4.0,3.0,8.0,8.0,7.0,0.243,0.421,0.897,210.0,200.0,184.0,142.0,138.0,121.0,125.0,111.0,126.0,1.142892,0.662265,0.432835,58.0,32.0,14.0,45.0,27.0,13.0,45.0,27.0,13.0,556.0,426.7,330.9,292.9,287.2,449.9,234.0,223.0,236.0,0.1408379,0.143236299999999,0.150078,708.0,461.0,520.0,102.9055,58.933194,26.9815385,233.0,233.0,239.0,110.0,103.0,113.0,10.0,4.0,1.0,66.0,64.0,80.0,63.0,70.0,78.0,24.98,24.81,24.2,2.28,1.88,1.61,2237.0,1768.0,933.47,3968.0,3200.0,2792.0,7.4589,7.881,5.9858,5.0,4.0,3.0,-0.47,3.0222
487,Rh2CoGa,135.0,135.0,130.0,8.3,6.7,11.8,12.4,8.86,5.91,66.0,55.0,50.0,494.0,389.1,270.3,9.0,9.0,13.0,3.8,2.51,4.51,5.0,4.0,4.0,8.0,8.0,7.0,0.243,0.421,0.373,210.0,200.0,187.0,142.0,138.0,122.0,125.0,111.0,124.0,1.142892,0.662265,0.3012011,58.0,32.0,39.0,45.0,27.0,31.0,45.0,27.0,31.0,556.0,426.7,271.96,292.9,287.2,438.3,234.0,223.0,246.0,0.1408379,0.143236299999999,0.172377299999999,708.0,461.0,456.0,102.9055,58.933194,69.723,233.0,233.0,233.0,110.0,103.0,117.0,10.0,4.0,3.0,66.0,64.0,81.0,63.0,70.0,79.0,24.98,24.81,26.03,2.28,1.88,1.81,2237.0,1768.0,302.9146,3968.0,3200.0,2673.0,7.4589,7.881,5.9993,5.0,4.0,4.0,-0.305,2.9963
488,Rh2CoIn,135.0,135.0,155.0,8.3,6.7,15.7,12.4,8.86,7.31,66.0,55.0,65.0,494.0,389.1,225.1,9.0,9.0,13.0,3.8,2.51,4.59,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.421,0.233,210.0,200.0,193.0,142.0,138.0,142.0,125.0,111.0,142.0,1.142892,0.662265,0.383926,58.0,32.0,66.0,45.0,27.0,49.0,45.0,27.0,49.0,556.0,426.7,243.0,292.9,287.2,446.3,234.0,223.0,264.0,0.1408379,0.143236299999999,0.16423,708.0,461.0,643.0,102.9055,58.933194,114.818,233.0,233.0,246.0,110.0,103.0,136.0,10.0,4.0,4.0,66.0,64.0,79.0,63.0,70.0,80.0,24.98,24.81,26.74,2.28,1.88,1.78,2237.0,1768.0,429.75,3968.0,3200.0,2345.0,7.4589,7.881,5.7864,5.0,4.0,5.0,-0.078,2.9963
489,Rh2CoSi,135.0,135.0,110.0,8.3,6.7,12.1,12.4,8.86,2.3296,66.0,55.0,37.3,494.0,389.1,383.0,9.0,9.0,14.0,3.8,2.51,5.43,5.0,4.0,3.0,8.0,8.0,5.0,0.243,0.421,0.712,210.0,200.0,210.0,142.0,138.0,111.0,125.0,111.0,115.999999999999,1.142892,0.662265,1.38952128,58.0,32.0,14.0,45.0,27.0,14.0,45.0,27.0,14.0,556.0,426.7,450.0,292.9,287.2,429.5,234.0,223.0,229.0,0.1408379,0.143236299999999,0.178503,708.0,461.0,308.0,102.9055,58.933194,28.085,233.0,233.0,231.999999999999,110.0,103.0,107.0,10.0,4.0,0.7,66.0,64.0,85.0,63.0,70.0,85.0,24.98,24.81,19.99,2.28,1.88,1.9,2237.0,1768.0,1687.0,3968.0,3200.0,3538.0,7.4589,7.881,8.1517,5.0,4.0,3.0,-0.408,2.2321
490,Rh2CoGe,135.0,135.0,125.0,8.3,6.7,13.6,12.4,8.86,5.3234,66.0,55.0,40.0,494.0,389.1,328.0,9.0,9.0,14.0,3.8,2.51,5.66,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.421,0.32,210.0,200.0,211.0,142.0,138.0,120.0,125.0,111.0,121.0,1.142892,0.662265,1.232676413,58.0,32.0,41.0,45.0,27.0,32.0,45.0,27.0,32.0,556.0,426.7,372.0,292.9,287.2,428.0,234.0,223.0,244.0,0.1408379,0.143236299999999,0.1895892,708.0,461.0,365.0,102.9055,58.933194,72.63,233.0,233.0,234.0,110.0,103.0,111.0,10.0,4.0,1.0,66.0,64.0,84.0,63.0,70.0,84.0,24.98,24.81,23.222,2.28,1.88,2.01,2237.0,1768.0,1211.4,3968.0,3200.0,3106.0,7.4589,7.881,7.8994,5.0,4.0,4.0,-0.255,2.255
491,Rh2CoSn,135.0,135.0,145.0,8.3,6.7,16.3,12.4,8.86,7.287,66.0,55.0,53.0,494.0,389.1,296.0,9.0,9.0,14.0,3.8,2.51,5.82,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.421,0.227,210.0,200.0,217.0,142.0,138.0,139.0,125.0,111.0,140.0,1.142892,0.662265,1.1120702,58.0,32.0,69.0,45.0,27.0,50.0,45.0,27.0,50.0,556.0,426.7,301.2,292.9,287.2,439.199999999999,234.0,223.0,259.0,0.1408379,0.143236299999999,0.178052,708.0,461.0,715.0,102.9055,58.933194,118.71,233.0,233.0,248.0,110.0,103.0,130.0,10.0,4.0,6.0,66.0,64.0,83.0,63.0,70.0,83.0,24.98,24.81,26.99,2.28,1.88,1.96,2237.0,1768.0,505.08,3968.0,3200.0,2875.0,7.4589,7.881,7.3439,5.0,4.0,5.0,-0.235,2.1901
492,Rh2CoP,135.0,135.0,100.0,8.3,6.7,17.0,12.4,8.86,1.823,66.0,55.0,25.0,494.0,389.1,49.8,9.0,9.0,15.0,3.8,2.51,7.17,5.0,4.0,3.0,8.0,8.0,1.0,0.243,0.421,0.769,210.0,200.0,180.0,142.0,138.0,107.0,125.0,111.0,111.0,1.142892,0.662265,0.7466071,58.0,32.0,16.0,45.0,27.0,15.0,45.0,27.0,15.0,556.0,426.7,316.5,292.9,287.2,414.7,234.0,223.0,222.0,0.1408379,0.143236299999999,0.206931,708.0,461.0,187.0,102.9055,58.933194,30.973761998,233.0,233.0,223.0,110.0,103.0,102.0,10.0,4.0,1.0,66.0,64.0,90.0,63.0,70.0,89.0,24.98,24.81,23.824,2.28,1.88,2.19,2237.0,1768.0,317.3,3968.0,3200.0,550.0,7.4589,7.881,10.4867,5.0,4.0,3.0,-0.244,2.0423
493,Rh2CoAs,135.0,135.0,115.0,8.3,6.7,13.1,12.4,8.86,5.75,66.0,55.0,30.0,494.0,389.1,32.4,9.0,9.0,15.0,3.8,2.51,4.13,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.421,0.329,210.0,200.0,185.0,142.0,138.0,119.0,125.0,111.0,121.0,1.142892,0.662265,0.80482,58.0,32.0,42.0,45.0,27.0,33.0,45.0,27.0,33.0,556.0,426.7,302.5,292.9,287.2,423.0,234.0,223.0,236.0,0.1408379,0.143236299999999,0.2068208,708.0,461.0,260.0,102.9055,58.933194,74.921595,233.0,233.0,231.0,110.0,103.0,114.0,10.0,4.0,1.0,66.0,64.0,89.0,63.0,70.0,90.0,24.98,24.81,24.64,2.28,1.88,2.18,2237.0,1768.0,1090.0,3968.0,3200.0,887.0,7.4589,7.881,9.7886,5.0,4.0,4.0,-0.126,2.1318
494,Rh2CoSb,135.0,135.0,145.0,8.3,6.7,18.4,12.4,8.86,6.68,66.0,55.0,43.0,494.0,389.1,195.2,9.0,9.0,15.0,3.8,2.51,4.51,5.0,4.0,5.0,8.0,8.0,5.0,0.243,0.421,0.207,210.0,200.0,206.0,142.0,138.0,139.0,125.0,111.0,140.0,1.142892,0.662265,1.04740119,58.0,32.0,71.0,45.0,27.0,51.0,45.0,27.0,51.0,556.0,426.7,264.4,292.9,287.2,442.0,234.0,223.0,252.0,0.1408379,0.143236299999999,0.191877399999999,708.0,461.0,504.0,102.9055,58.933194,121.76,233.0,233.0,246.0,110.0,103.0,133.0,10.0,4.0,2.0,66.0,64.0,88.0,63.0,70.0,91.0,24.98,24.81,25.23,2.28,1.88,2.05,2237.0,1768.0,903.78,3968.0,3200.0,1860.0,7.4589,7.881,8.6084,5.0,4.0,5.0,-0.202,2.0536
495,Rh2NiAl,135.0,135.0,125.0,8.3,6.6,10.0,12.4,8.9,2.7,66.0,49.0,57.8,494.0,378.6,284.1,9.0,10.0,13.0,3.8,3.52,4.05,5.0,4.0,3.0,8.0,8.0,7.0,0.243,0.444,0.897,210.0,197.0,184.0,142.0,124.0,121.0,125.0,110.0,126.0,1.142892,1.1571612,0.432835,58.0,31.0,14.0,45.0,28.0,13.0,45.0,28.0,13.0,556.0,430.1,330.9,292.9,283.4,449.9,234.0,222.0,236.0,0.1408379,0.1472068,0.150078,708.0,393.0,520.0,102.9055,58.6934,26.9815385,233.0,229.0,239.0,110.0,101.0,113.0,10.0,3.0,1.0,66.0,67.0,80.0,63.0,69.0,78.0,24.98,26.07,24.2,2.28,1.91,1.61,2237.0,1728.0,933.47,3968.0,3186.0,2792.0,7.4589,7.6398,5.9858,5.0,4.0,3.0,-0.507,1.8182
496,Rh2NiGa,135.0,135.0,130.0,8.3,6.6,11.8,12.4,8.9,5.91,66.0,49.0,50.0,494.0,378.6,270.3,9.0,10.0,13.0,3.8,3.52,4.51,5.0,4.0,4.0,8.0,8.0,7.0,0.243,0.444,0.373,210.0,197.0,187.0,142.0,124.0,122.0,125.0,110.0,124.0,1.142892,1.1571612,0.3012011,58.0,31.0,39.0,45.0,28.0,31.0,45.0,28.0,31.0,556.0,430.1,271.96,292.9,283.4,438.3,234.0,222.0,246.0,0.1408379,0.1472068,0.172377299999999,708.0,393.0,456.0,102.9055,58.6934,69.723,233.0,229.0,233.0,110.0,101.0,117.0,10.0,3.0,3.0,66.0,67.0,81.0,63.0,69.0,79.0,24.98,26.07,26.03,2.28,1.91,1.81,2237.0,1728.0,302.9146,3968.0,3186.0,2673.0,7.4589,7.6398,5.9993,5.0,4.0,4.0,-0.35,1.8169
497,Rh2NiIn,135.0,135.0,155.0,8.3,6.6,15.7,12.4,8.9,7.31,66.0,49.0,65.0,494.0,378.6,225.1,9.0,10.0,13.0,3.8,3.52,4.59,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.444,0.233,210.0,197.0,193.0,142.0,124.0,142.0,125.0,110.0,142.0,1.142892,1.1571612,0.383926,58.0,31.0,66.0,45.0,28.0,49.0,45.0,28.0,49.0,556.0,430.1,243.0,292.9,283.4,446.3,234.0,222.0,264.0,0.1408379,0.1472068,0.16423,708.0,393.0,643.0,102.9055,58.6934,114.818,233.0,229.0,246.0,110.0,101.0,136.0,10.0,3.0,4.0,66.0,67.0,79.0,63.0,69.0,80.0,24.98,26.07,26.74,2.28,1.91,1.78,2237.0,1728.0,429.75,3968.0,3186.0,2345.0,7.4589,7.6398,5.7864,5.0,4.0,5.0,-0.129,1.4926
498,Rh2NiSi,135.0,135.0,110.0,8.3,6.6,12.1,12.4,8.9,2.3296,66.0,49.0,37.3,494.0,378.6,383.0,9.0,10.0,14.0,3.8,3.52,5.43,5.0,4.0,3.0,8.0,8.0,5.0,0.243,0.444,0.712,210.0,197.0,210.0,142.0,124.0,111.0,125.0,110.0,115.999999999999,1.142892,1.1571612,1.38952128,58.0,31.0,14.0,45.0,28.0,14.0,45.0,28.0,14.0,556.0,430.1,450.0,292.9,283.4,429.5,234.0,222.0,229.0,0.1408379,0.1472068,0.178503,708.0,393.0,308.0,102.9055,58.6934,28.085,233.0,229.0,231.999999999999,110.0,101.0,107.0,10.0,3.0,0.7,66.0,67.0,85.0,63.0,69.0,85.0,24.98,26.07,19.99,2.28,1.91,1.9,2237.0,1728.0,1687.0,3968.0,3186.0,3538.0,7.4589,7.6398,8.1517,5.0,4.0,3.0,-0.476,1.0025
499,Rh2NiGe,135.0,135.0,125.0,8.3,6.6,13.6,12.4,8.9,5.3234,66.0,49.0,40.0,494.0,378.6,328.0,9.0,10.0,14.0,3.8,3.52,5.66,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.444,0.32,210.0,197.0,211.0,142.0,124.0,120.0,125.0,110.0,121.0,1.142892,1.1571612,1.232676413,58.0,31.0,41.0,45.0,28.0,32.0,45.0,28.0,32.0,556.0,430.1,372.0,292.9,283.4,428.0,234.0,222.0,244.0,0.1408379,0.1472068,0.1895892,708.0,393.0,365.0,102.9055,58.6934,72.63,233.0,229.0,234.0,110.0,101.0,111.0,10.0,3.0,1.0,66.0,67.0,84.0,63.0,69.0,84.0,24.98,26.07,23.222,2.28,1.91,2.01,2237.0,1728.0,1211.4,3968.0,3186.0,3106.0,7.4589,7.6398,7.8994,5.0,4.0,4.0,-0.314,1.0053
500,Rh2NiSn,135.0,135.0,145.0,8.3,6.6,16.3,12.4,8.9,7.287,66.0,49.0,53.0,494.0,378.6,296.0,9.0,10.0,14.0,3.8,3.52,5.82,5.0,4.0,5.0,8.0,8.0,7.0,0.243,0.444,0.227,210.0,197.0,217.0,142.0,124.0,139.0,125.0,110.0,140.0,1.142892,1.1571612,1.1120702,58.0,31.0,69.0,45.0,28.0,50.0,45.0,28.0,50.0,556.0,430.1,301.2,292.9,283.4,439.199999999999,234.0,222.0,259.0,0.1408379,0.1472068,0.178052,708.0,393.0,715.0,102.9055,58.6934,118.71,233.0,229.0,248.0,110.0,101.0,130.0,10.0,3.0,6.0,66.0,67.0,83.0,63.0,69.0,83.0,24.98,26.07,26.99,2.28,1.91,1.96,2237.0,1728.0,505.08,3968.0,3186.0,2875.0,7.4589,7.6398,7.3439,5.0,4.0,5.0,-0.289,1.0021
501,Rh2NiP,135.0,135.0,100.0,8.3,6.6,17.0,12.4,8.9,1.823,66.0,49.0,25.0,494.0,378.6,49.8,9.0,10.0,15.0,3.8,3.52,7.17,5.0,4.0,3.0,8.0,8.0,1.0,0.243,0.444,0.769,210.0,197.0,180.0,142.0,124.0,107.0,125.0,110.0,111.0,1.142892,1.1571612,0.7466071,58.0,31.0,16.0,45.0,28.0,15.0,45.0,28.0,15.0,556.0,430.1,316.5,292.9,283.4,414.7,234.0,222.0,222.0,0.1408379,0.1472068,0.206931,708.0,393.0,187.0,102.9055,58.6934,30.973761998,233.0,229.0,223.0,110.0,101.0,102.0,10.0,3.0,1.0,66.0,67.0,90.0,63.0,69.0,89.0,24.98,26.07,23.824,2.28,1.91,2.19,2237.0,1728.0,317.3,3968.0,3186.0,550.0,7.4589,7.6398,10.4867,5.0,4.0,3.0,-0.302,0.5346
502,Rh2NiAs,135.0,135.0,115.0,8.3,6.6,13.1,12.4,8.9,5.75,66.0,49.0,30.0,494.0,378.6,32.4,9.0,10.0,15.0,3.8,3.52,4.13,5.0,4.0,4.0,8.0,8.0,5.0,0.243,0.444,0.329,210.0,197.0,185.0,142.0,124.0,119.0,125.0,110.0,121.0,1.142892,1.1571612,0.80482,58.0,31.0,42.0,45.0,28.0,33.0,45.0,28.0,33.0,556.0,430.1,302.5,292.9,283.4,423.0,234.0,222.0,236.0,0.1408379,0.1472068,0.2068208,708.0,393.0,260.0,102.9055,58.6934,74.921595,233.0,229.0,231.0,110.0,101.0,114.0,10.0,3.0,1.0,66.0,67.0,89.0,63.0,69.0,90.0,24.98,26.07,24.64,2.28,1.91,2.18,2237.0,1728.0,1090.0,3968.0,3186.0,887.0,7.4589,7.6398,9.7886,5.0,4.0,4.0,-0.18,0.5882
503,Rh2NiSb,135.0,135.0,145.0,8.3,6.6,18.4,12.4,8.9,6.68,66.0,49.0,43.0,494.0,378.6,195.2,9.0,10.0,15.0,3.8,3.52,4.51,5.0,4.0,5.0,8.0,8.0,5.0,0.243,0.444,0.207,210.0,197.0,206.0,142.0,124.0,139.0,125.0,110.0,140.0,1.142892,1.1571612,1.04740119,58.0,31.0,71.0,45.0,28.0,51.0,45.0,28.0,51.0,556.0,430.1,264.4,292.9,283.4,442.0,234.0,222.0,252.0,0.1408379,0.1472068,0.191877399999999,708.0,393.0,504.0,102.9055,58.6934,121.76,233.0,229.0,246.0,110.0,101.0,133.0,10.0,3.0,2.0,66.0,67.0,88.0,63.0,69.0,91.0,24.98,26.07,25.23,2.28,1.91,2.05,2237.0,1728.0,903.78,3968.0,3186.0,1860.0,7.4589,7.6398,8.6084,5.0,4.0,5.0,-0.266,0.387
504,Ni2ScAl,135.0,160.0,125.0,6.6,15.0,10.0,8.9,2.99,2.7,49.0,97.0,57.8,378.6,332.7,284.1,10.0,3.0,13.0,3.52,3.31,4.05,4.0,4.0,3.0,8.0,8.0,7.0,0.444,0.568,0.897,197.0,215.0,184.0,124.0,170.0,121.0,110.0,148.0,126.0,1.1571612,0.1882,0.432835,31.0,24.0,14.0,28.0,21.0,13.0,28.0,21.0,13.0,430.1,377.8,330.9,283.4,329.5,449.9,222.0,261.0,236.0,0.1472068,0.1193833,0.150078,393.0,1570.0,520.0,58.6934,44.955908,26.9815385,229.0,263.0,239.0,101.0,116.0,113.0,3.0,10.0,1.0,67.0,20.0,80.0,69.0,48.0,78.0,26.07,25.52,24.2,1.91,1.36,1.61,1728.0,1814.0,933.47,3186.0,3109.0,2792.0,7.6398,6.5615,5.9858,4.0,4.0,3.0,-0.639,0.0
505,Ni2ScGa,135.0,160.0,130.0,6.6,15.0,11.8,8.9,2.99,5.91,49.0,97.0,50.0,378.6,332.7,270.3,10.0,3.0,13.0,3.52,3.31,4.51,4.0,4.0,4.0,8.0,8.0,7.0,0.444,0.568,0.373,197.0,215.0,187.0,124.0,170.0,122.0,110.0,148.0,124.0,1.1571612,0.1882,0.3012011,31.0,24.0,39.0,28.0,21.0,31.0,28.0,21.0,31.0,430.1,377.8,271.96,283.4,329.5,438.3,222.0,261.0,246.0,0.1472068,0.1193833,0.172377299999999,393.0,1570.0,456.0,58.6934,44.955908,69.723,229.0,263.0,233.0,101.0,116.0,117.0,3.0,10.0,3.0,67.0,20.0,81.0,69.0,48.0,79.0,26.07,25.52,26.03,1.91,1.36,1.81,1728.0,1814.0,302.9146,3186.0,3109.0,2673.0,7.6398,6.5615,5.9993,4.0,4.0,4.0,-0.582,0.0
506,Ni2ScIn,135.0,160.0,155.0,6.6,15.0,15.7,8.9,2.99,7.31,49.0,97.0,65.0,378.6,332.7,225.1,10.0,3.0,13.0,3.52,3.31,4.59,4.0,4.0,5.0,8.0,8.0,7.0,0.444,0.568,0.233,197.0,215.0,193.0,124.0,170.0,142.0,110.0,148.0,142.0,1.1571612,0.1882,0.383926,31.0,24.0,66.0,28.0,21.0,49.0,28.0,21.0,49.0,430.1,377.8,243.0,283.4,329.5,446.3,222.0,261.0,264.0,0.1472068,0.1193833,0.16423,393.0,1570.0,643.0,58.6934,44.955908,114.818,229.0,263.0,246.0,101.0,116.0,136.0,3.0,10.0,4.0,67.0,20.0,79.0,69.0,48.0,80.0,26.07,25.52,26.74,1.91,1.36,1.78,1728.0,1814.0,429.75,3186.0,3109.0,2345.0,7.6398,6.5615,5.7864,4.0,4.0,5.0,-0.466,0.0
507,Ni2ScSi,135.0,160.0,110.0,6.6,15.0,12.1,8.9,2.99,2.3296,49.0,97.0,37.3,378.6,332.7,383.0,10.0,3.0,14.0,3.52,3.31,5.43,4.0,4.0,3.0,8.0,8.0,5.0,0.444,0.568,0.712,197.0,215.0,210.0,124.0,170.0,111.0,110.0,148.0,115.999999999999,1.1571612,0.1882,1.38952128,31.0,24.0,14.0,28.0,21.0,14.0,28.0,21.0,14.0,430.1,377.8,450.0,283.4,329.5,429.5,222.0,261.0,229.0,0.1472068,0.1193833,0.178503,393.0,1570.0,308.0,58.6934,44.955908,28.085,229.0,263.0,231.999999999999,101.0,116.0,107.0,3.0,10.0,0.7,67.0,20.0,85.0,69.0,48.0,85.0,26.07,25.52,19.99,1.91,1.36,1.9,1728.0,1814.0,1687.0,3186.0,3109.0,3538.0,7.6398,6.5615,8.1517,4.0,4.0,3.0,-0.65,0.0
508,Ni2ScGe,135.0,160.0,125.0,6.6,15.0,13.6,8.9,2.99,5.3234,49.0,97.0,40.0,378.6,332.7,328.0,10.0,3.0,14.0,3.52,3.31,5.66,4.0,4.0,4.0,8.0,8.0,5.0,0.444,0.568,0.32,197.0,215.0,211.0,124.0,170.0,120.0,110.0,148.0,121.0,1.1571612,0.1882,1.232676413,31.0,24.0,41.0,28.0,21.0,32.0,28.0,21.0,32.0,430.1,377.8,372.0,283.4,329.5,428.0,222.0,261.0,244.0,0.1472068,0.1193833,0.1895892,393.0,1570.0,365.0,58.6934,44.955908,72.63,229.0,263.0,234.0,101.0,116.0,111.0,3.0,10.0,1.0,67.0,20.0,84.0,69.0,48.0,84.0,26.07,25.52,23.222,1.91,1.36,2.01,1728.0,1814.0,1211.4,3186.0,3109.0,3106.0,7.6398,6.5615,7.8994,4.0,4.0,4.0,-0.577,0.0
509,Ni2ScSn,135.0,160.0,145.0,6.6,15.0,16.3,8.9,2.99,7.287,49.0,97.0,53.0,378.6,332.7,296.0,10.0,3.0,14.0,3.52,3.31,5.82,4.0,4.0,5.0,8.0,8.0,7.0,0.444,0.568,0.227,197.0,215.0,217.0,124.0,170.0,139.0,110.0,148.0,140.0,1.1571612,0.1882,1.1120702,31.0,24.0,69.0,28.0,21.0,50.0,28.0,21.0,50.0,430.1,377.8,301.2,283.4,329.5,439.199999999999,222.0,261.0,259.0,0.1472068,0.1193833,0.178052,393.0,1570.0,715.0,58.6934,44.955908,118.71,229.0,263.0,248.0,101.0,116.0,130.0,3.0,10.0,6.0,67.0,20.0,83.0,69.0,48.0,83.0,26.07,25.52,26.99,1.91,1.36,1.96,1728.0,1814.0,505.08,3186.0,3109.0,2875.0,7.6398,6.5615,7.3439,4.0,4.0,5.0,-0.594,0.0
510,Ni2ScP,135.0,160.0,100.0,6.6,15.0,17.0,8.9,2.99,1.823,49.0,97.0,25.0,378.6,332.7,49.8,10.0,3.0,15.0,3.52,3.31,7.17,4.0,4.0,3.0,8.0,8.0,1.0,0.444,0.568,0.769,197.0,215.0,180.0,124.0,170.0,107.0,110.0,148.0,111.0,1.1571612,0.1882,0.7466071,31.0,24.0,16.0,28.0,21.0,15.0,28.0,21.0,15.0,430.1,377.8,316.5,283.4,329.5,414.7,222.0,261.0,222.0,0.1472068,0.1193833,0.206931,393.0,1570.0,187.0,58.6934,44.955908,30.973761998,229.0,263.0,223.0,101.0,116.0,102.0,3.0,10.0,1.0,67.0,20.0,90.0,69.0,48.0,89.0,26.07,25.52,23.824,1.91,1.36,2.19,1728.0,1814.0,317.3,3186.0,3109.0,550.0,7.6398,6.5615,10.4867,4.0,4.0,3.0,-0.652,0.0
